t,ch1,ch2,
-2.3699915e-03,-9.80000e+00,-9.20000e+00,
-2.3599914e-03,-9.80000e+00,-9.60000e+00,
-2.3499914e-03,-9.40000e+00,-9.20000e+00,
-2.3399913e-03,-9.80000e+00,-9.20000e+00,
-2.3299912e-03,-9.40000e+00,-9.60000e+00,
-2.3199911e-03,-9.40000e+00,-9.20000e+00,
-2.3099910e-03,-9.80000e+00,-9.60000e+00,
-2.2999910e-03,-9.40000e+00,-9.20000e+00,
-2.2899909e-03,-9.80000e+00,-9.20000e+00,
-2.2799908e-03,-9.80000e+00,-9.20000e+00,
-2.2699907e-03,-9.40000e+00,-9.20000e+00,
-2.2599907e-03,-9.80000e+00,-9.20000e+00,
-2.2499906e-03,-9.40000e+00,-9.20000e+00,
-2.2399905e-03,-9.80000e+00,-9.20000e+00,
-2.2299904e-03,-9.40000e+00,-9.20000e+00,
-2.2199904e-03,-9.80000e+00,-9.20000e+00,
-2.2099903e-03,-9.40000e+00,-9.60000e+00,
-2.1999902e-03,-9.40000e+00,-9.20000e+00,
-2.1899901e-03,-9.80000e+00,-9.20000e+00,
-2.1799901e-03,-9.80000e+00,-9.20000e+00,
-2.1699900e-03,-9.40000e+00,-9.60000e+00,
-2.1599899e-03,-9.80000e+00,-9.20000e+00,
-2.1499898e-03,-9.40000e+00,-9.60000e+00,
-2.1399898e-03,-9.80000e+00,-9.20000e+00,
-2.1299897e-03,-9.40000e+00,-9.60000e+00,
-2.1199896e-03,-9.40000e+00,-9.20000e+00,
-2.1099895e-03,-9.80000e+00,-9.20000e+00,
-2.0999894e-03,-9.40000e+00,-9.20000e+00,
-2.0899894e-03,-9.80000e+00,-9.20000e+00,
-2.0799893e-03,-9.80000e+00,-9.20000e+00,
-2.0699892e-03,-9.40000e+00,-9.20000e+00,
-2.0599891e-03,-9.40000e+00,-9.20000e+00,
-2.0499891e-03,-9.80000e+00,-9.20000e+00,
-2.0399890e-03,-9.80000e+00,-9.20000e+00,
-2.0299889e-03,-9.40000e+00,-9.20000e+00,
-2.0199888e-03,-9.40000e+00,-9.20000e+00,
-2.0099888e-03,-9.80000e+00,-9.20000e+00,
-1.9999887e-03,-9.40000e+00,-9.20000e+00,
-1.9899886e-03,9.80000e+00,9.60000e+00,
-1.9799885e-03,9.40000e+00,4.80000e+00,
-1.9699885e-03,9.80000e+00,4.80000e+00,
-1.9599884e-03,9.80000e+00,4.80000e+00,
-1.9499884e-03,9.40000e+00,4.80000e+00,
-1.9399885e-03,9.40000e+00,4.80000e+00,
-1.9299885e-03,9.80000e+00,4.80000e+00,
-1.9199885e-03,9.40000e+00,4.80000e+00,
-1.9099886e-03,9.80000e+00,4.80000e+00,
-1.8999886e-03,9.80000e+00,4.80000e+00,
-1.8899887e-03,9.40000e+00,4.80000e+00,
-1.8799887e-03,9.40000e+00,4.80000e+00,
-1.8699887e-03,9.80000e+00,4.80000e+00,
-1.8599888e-03,9.40000e+00,4.80000e+00,
-1.8499888e-03,9.80000e+00,4.80000e+00,
-1.8399889e-03,9.40000e+00,4.80000e+00,
-1.8299889e-03,9.80000e+00,5.20000e+00,
-1.8199889e-03,9.40000e+00,4.80000e+00,
-1.8099890e-03,9.80000e+00,4.80000e+00,
-1.7999890e-03,9.40000e+00,4.80000e+00,
-1.7899891e-03,9.80000e+00,4.80000e+00,
-1.7799891e-03,9.40000e+00,4.80000e+00,
-1.7699891e-03,9.80000e+00,4.80000e+00,
-1.7599892e-03,9.40000e+00,4.80000e+00,
-1.7499892e-03,9.80000e+00,4.80000e+00,
-1.7399893e-03,9.80000e+00,4.80000e+00,
-1.7299893e-03,9.40000e+00,4.80000e+00,
-1.7199893e-03,9.40000e+00,4.80000e+00,
