t,ch1,ch2,
-1.4400027e-04,-2.80000e-02,4.20000e+00,
-1.4300027e-04,-3.60000e-02,4.60000e+00,
-1.4200028e-04,-3.20000e-02,4.60000e+00,
-1.4100029e-04,-4.40000e-02,4.20000e+00,
-1.4000029e-04,-4.40000e-02,4.20000e+00,
-1.3900030e-04,-5.20000e-02,4.60000e+00,
-1.3800031e-04,-4.80000e-02,4.60000e+00,
-1.3700032e-04,-6.00000e-02,4.60000e+00,
-1.3600032e-04,-6.00000e-02,4.60000e+00,
-1.3500033e-04,-6.80000e-02,4.60000e+00,
-1.3400034e-04,-6.40000e-02,4.60000e+00,
-1.3300034e-04,-7.20000e-02,4.60000e+00,
-1.3200035e-04,-7.20000e-02,4.60000e+00,
-1.3100036e-04,-8.00000e-02,4.60000e+00,
-1.3000036e-04,-7.60000e-02,4.60000e+00,
-1.2900037e-04,-8.80000e-02,4.60000e+00,
-1.2800038e-04,-8.80000e-02,4.60000e+00,
-1.2700038e-04,-8.40000e-02,4.60000e+00,
-1.2600039e-04,-8.80000e-02,4.60000e+00,
-1.2500040e-04,-7.60000e-02,4.60000e+00,
-1.2400041e-04,-7.60000e-02,4.60000e+00,
-1.2300041e-04,-7.20000e-02,4.60000e+00,
-1.2200041e-04,-7.20000e-02,4.60000e+00,
-1.2100041e-04,-6.00000e-02,4.60000e+00,
-1.2000041e-04,-6.40000e-02,4.60000e+00,
-1.1900041e-04,-5.60000e-02,4.20000e+00,
-1.1800041e-04,-5.60000e-02,4.60000e+00,
-1.1700041e-04,-4.80000e-02,4.20000e+00,
-1.1600041e-04,-5.20000e-02,4.20000e+00,
-1.1500041e-04,-3.60000e-02,4.60000e+00,
-1.1400041e-04,-3.60000e-02,4.60000e+00,
-1.1300041e-04,-2.80000e-02,3.80000e+00,
-1.1200041e-04,-3.60000e-02,4.20000e+00,
-1.1100041e-04,-2.40000e-02,3.80000e+00,
-1.1000041e-04,-2.40000e-02,3.80000e+00,
-1.0900041e-04,-1.60000e-02,3.80000e+00,
-1.0800041e-04,-2.00000e-02,3.80000e+00,
-1.0700041e-04,-1.20000e-02,3.00000e+00,
-1.0600041e-04,-1.20000e-02,3.00000e+00,
-1.0500041e-04,-4.00001e-03,2.60000e+00,
-1.0400041e-04,-4.00001e-03,2.60000e+00,
-1.0300041e-04,3.99998e-03,1.80000e+00,
-1.0200041e-04,3.99998e-03,1.80000e+00,
-1.0100041e-04,1.20000e-02,1.00000e+00,
-1.0000040e-04,7.99999e-03,1.00000e+00,
-9.9000405e-05,1.60000e-02,-1.99997e-01,
-9.8000404e-05,1.60000e-02,-1.99997e-01,
-9.7000404e-05,2.40000e-02,-1.80000e+00,
-9.6000404e-05,2.00000e-02,-1.80000e+00,
-9.5000403e-05,2.80000e-02,-3.80000e+00,
-9.4000403e-05,2.80000e-02,-3.80000e+00,
-9.3000403e-05,3.60000e-02,-6.20000e+00,
-9.2000402e-05,3.60000e-02,-6.20000e+00,
-9.1000402e-05,4.40000e-02,-8.60000e+00,
-9.0000402e-05,4.00000e-02,-9.40000e+00,
-8.9000401e-05,4.80000e-02,-9.40000e+00,
-8.8000401e-05,4.40000e-02,-9.40000e+00,
-8.7000401e-05,5.20000e-02,-9.40000e+00,
-8.6000400e-05,4.80000e-02,-9.40000e+00,
-8.5000400e-05,6.00000e-02,-9.40000e+00,
-8.4000400e-05,5.20000e-02,-9.40000e+00,
-8.3000399e-05,6.00000e-02,-9.40000e+00,
-8.2000399e-05,6.00000e-02,-9.40000e+00,
-8.1000398e-05,6.80000e-02,-9.40000e+00,
-8.0000398e-05,6.40000e-02,-9.40000e+00,
-7.9000398e-05,7.60000e-02,-9.40000e+00,
-7.8000397e-05,7.60000e-02,-9.40000e+00,
-7.7000397e-05,7.20000e-02,-9.40000e+00,
-7.6000397e-05,7.20000e-02,-9.40000e+00,
-7.5000396e-05,7.60000e-02,-9.40000e+00,
-7.4000396e-05,7.60000e-02,-9.40000e+00,
-7.3000396e-05,6.80000e-02,-9.40000e+00,
-7.2000395e-05,6.80000e-02,-9.40000e+00,
-7.1000395e-05,6.00000e-02,-7.80000e+00,
-7.0000395e-05,6.40000e-02,-7.00000e+00,
-6.9000394e-05,5.60000e-02,-5.00000e+00,
-6.8000394e-05,6.00000e-02,-5.00000e+00,
-6.7000394e-05,4.80000e-02,-3.00000e+00,
-6.6000393e-05,4.80000e-02,-3.00000e+00,
-6.5000393e-05,4.40000e-02,-1.40000e+00,
-6.4000393e-05,4.40000e-02,-1.40000e+00,
-6.3000392e-05,3.20000e-02,2.00005e-01,
-6.2000392e-05,3.60000e-02,2.00005e-01,
-6.1000392e-05,2.80000e-02,1.00000e+00,
-6.0000391e-05,2.80000e-02,1.00000e+00,
-5.9000391e-05,2.00000e-02,1.80000e+00,
-5.8000391e-05,2.00000e-02,1.80000e+00,
-5.7000390e-05,1.20000e-02,2.60000e+00,
-5.6000390e-05,1.20000e-02,2.60000e+00,
-5.5000390e-05,7.99999e-03,3.00000e+00,
-5.4000389e-05,1.20000e-02,3.00000e+00,
-5.3000389e-05,-4.00001e-03,3.00000e+00,
-5.2000389e-05,-2.98023e-08,3.00000e+00,
-5.1000388e-05,-8.00002e-03,3.80000e+00,
-5.0000388e-05,-4.00001e-03,3.80000e+00,
-4.9000388e-05,-1.60000e-02,3.80000e+00,
-4.8000387e-05,-2.00000e-02,3.80000e+00,
-4.7000387e-05,-1.20000e-02,4.20000e+00,
-4.6000387e-05,-2.00000e-02,3.80000e+00,
-4.5000386e-05,-2.80000e-02,4.20000e+00,
-4.4000386e-05,-2.80000e-02,4.20000e+00,
-4.3000386e-05,-3.60000e-02,4.60000e+00,
-4.2000385e-05,-3.20000e-02,4.60000e+00,
-4.1000385e-05,-3.60000e-02,4.20000e+00,
-4.0000385e-05,-4.40000e-02,4.60000e+00,
-3.9000384e-05,-5.60000e-02,4.20000e+00,
-3.8000384e-05,-4.80000e-02,4.60000e+00,
-3.7000384e-05,-5.60000e-02,4.60000e+00,
-3.6000383e-05,-5.60000e-02,4.60000e+00,
-3.5000383e-05,-6.80000e-02,4.60000e+00,
-3.4000383e-05,-6.40000e-02,4.60000e+00,
-3.3000382e-05,-7.20000e-02,4.60000e+00,
-3.2000382e-05,-6.80000e-02,4.60000e+00,
-3.1000382e-05,-8.00000e-02,4.60000e+00,
-3.0000381e-05,-8.00000e-02,4.60000e+00,
-2.9000381e-05,-8.80000e-02,4.60000e+00,
-2.8000381e-05,-8.80000e-02,4.60000e+00,
-2.7000380e-05,-8.40000e-02,4.60000e+00,
-2.6000380e-05,-8.40000e-02,4.60000e+00,
-2.5000380e-05,-7.60000e-02,4.60000e+00,
-2.4000379e-05,-8.00000e-02,4.60000e+00,
-2.3000379e-05,-7.20000e-02,4.60000e+00,
-2.2000379e-05,-7.20000e-02,4.60000e+00,
-2.1000378e-05,-6.00000e-02,4.60000e+00,
-2.0000378e-05,-6.40000e-02,4.60000e+00,
-1.9000378e-05,-5.60000e-02,4.60000e+00,
-1.8000377e-05,-5.60000e-02,4.60000e+00,
-1.7000377e-05,-4.80000e-02,4.20000e+00,
-1.6000376e-05,-4.80000e-02,4.20000e+00,
-1.5000376e-05,-3.60000e-02,4.60000e+00,
-1.4000376e-05,-3.60000e-02,4.20000e+00,
-1.3000375e-05,-3.20000e-02,4.20000e+00,
-1.2000375e-05,-3.60000e-02,4.20000e+00,
-1.1000375e-05,-2.40000e-02,3.80000e+00,
-1.0000374e-05,-2.00000e-02,3.80000e+00,
-9.0003741e-06,-2.40000e-02,3.80000e+00,
-8.0003738e-06,-2.00000e-02,3.80000e+00,
-7.0003739e-06,-1.20000e-02,3.00000e+00,
-6.0003740e-06,-1.20000e-02,3.00000e+00,
-5.0003741e-06,-4.00001e-03,2.60000e+00,
-4.0003742e-06,-4.00001e-03,2.60000e+00,
-3.0003744e-06,3.99998e-03,1.80000e+00,
-2.0003745e-06,-2.98023e-08,1.80000e+00,
-1.0003745e-06,1.20000e-02,1.00000e+00,
-3.7448444e-10,1.20000e-02,1.00000e+00,
9.9962551e-07,1.60000e-02,2.00005e-01,
1.9996255e-06,1.60000e-02,-5.99998e-01,
2.9996254e-06,2.00000e-02,-1.40000e+00,
3.9996253e-06,2.00000e-02,-1.40000e+00,
4.9996252e-06,2.80000e-02,-3.40000e+00,
5.9996250e-06,2.80000e-02,-3.80000e+00,
6.9996249e-06,3.60000e-02,-5.80000e+00,
7.9996253e-06,3.60000e-02,-6.20000e+00,
8.9996256e-06,4.40000e-02,-8.60000e+00,
9.9996259e-06,4.00000e-02,-8.60000e+00,
1.0999626e-05,5.20000e-02,-9.40000e+00,
1.1999627e-05,4.40000e-02,-9.40000e+00,
1.2999627e-05,5.60000e-02,-9.40000e+00,
1.3999627e-05,4.80000e-02,-9.40000e+00,
1.4999628e-05,5.60000e-02,-9.40000e+00,
1.5999627e-05,5.20000e-02,-9.40000e+00,
1.6999627e-05,6.00000e-02,-9.40000e+00,
1.7999628e-05,6.00000e-02,-9.40000e+00,
1.8999628e-05,6.80000e-02,-9.40000e+00,
1.9999628e-05,6.40000e-02,-9.40000e+00,
2.0999629e-05,7.20000e-02,-9.40000e+00,
2.1999629e-05,7.20000e-02,-9.40000e+00,
2.2999629e-05,7.60000e-02,-9.40000e+00,
2.3999630e-05,7.60000e-02,-9.40000e+00,
2.4999630e-05,7.20000e-02,-9.40000e+00,
2.5999630e-05,6.80000e-02,-9.40000e+00,
2.6999631e-05,7.60000e-02,-9.40000e+00,
2.7999631e-05,7.20000e-02,-9.40000e+00,
2.8999631e-05,6.00000e-02,-7.80000e+00,
2.9999632e-05,6.40000e-02,-7.80000e+00,
3.0999632e-05,5.60000e-02,-5.40000e+00,
3.1999632e-05,5.60000e-02,-5.00000e+00,
3.2999633e-05,4.80000e-02,-3.40000e+00,
3.3999633e-05,4.80000e-02,-3.00000e+00,
3.4999633e-05,4.40000e-02,-1.40000e+00,
3.5999634e-05,4.40000e-02,-1.40000e+00,
3.6999634e-05,3.60000e-02,-1.99997e-01,
3.7999635e-05,3.60000e-02,2.00005e-01,
3.8999635e-05,2.80000e-02,1.00000e+00,
3.9999635e-05,2.80000e-02,1.00000e+00,
4.0999636e-05,2.00000e-02,1.80000e+00,
4.1999636e-05,2.00000e-02,1.80000e+00,
4.2999636e-05,1.20000e-02,2.60000e+00,
4.3999637e-05,1.60000e-02,2.60000e+00,
4.4999637e-05,1.20000e-02,3.00000e+00,
4.5999637e-05,1.20000e-02,3.00000e+00,
4.6999638e-05,-2.98023e-08,3.00000e+00,
4.7999638e-05,-2.98023e-08,3.00000e+00,
4.8999638e-05,-4.00001e-03,3.80000e+00,
4.9999639e-05,-4.00001e-03,3.80000e+00,
5.0999639e-05,-1.60000e-02,3.80000e+00,
5.1999639e-05,-1.20000e-02,3.80000e+00,
5.2999640e-05,-2.00000e-02,4.20000e+00,
5.3999640e-05,-2.00000e-02,3.80000e+00,
5.4999640e-05,-2.40000e-02,4.20000e+00,
5.5999641e-05,-2.00000e-02,4.20000e+00,
5.6999641e-05,-3.60000e-02,4.60000e+00,
5.7999641e-05,-3.60000e-02,4.60000e+00,
5.8999642e-05,-4.40000e-02,4.20000e+00,
5.9999642e-05,-3.60000e-02,4.60000e+00,
6.0999642e-05,-5.20000e-02,4.60000e+00,
6.1999643e-05,-4.80000e-02,4.60000e+00,
6.2999643e-05,-5.60000e-02,4.60000e+00,
6.3999643e-05,-5.60000e-02,4.60000e+00,
6.4999644e-05,-6.40000e-02,4.60000e+00,
6.5999644e-05,-6.40000e-02,4.60000e+00,
6.6999644e-05,-7.20000e-02,4.60000e+00,
6.7999645e-05,-7.20000e-02,4.60000e+00,
6.8999645e-05,-8.00000e-02,4.60000e+00,
6.9999645e-05,-7.60000e-02,4.60000e+00,
7.0999646e-05,-8.40000e-02,4.60000e+00,
7.1999646e-05,-8.40000e-02,4.60000e+00,
7.2999646e-05,-8.80000e-02,4.60000e+00,
7.3999647e-05,-8.80000e-02,4.60000e+00,
7.4999647e-05,-7.60000e-02,4.60000e+00,
7.5999647e-05,-8.00000e-02,4.60000e+00,
7.6999648e-05,-7.20000e-02,4.60000e+00,
7.7999648e-05,-7.20000e-02,4.60000e+00,
7.8999648e-05,-6.40000e-02,4.60000e+00,
7.9999649e-05,-6.40000e-02,4.60000e+00,
8.0999649e-05,-5.20000e-02,4.20000e+00,
8.1999649e-05,-6.00000e-02,4.60000e+00,
8.2999650e-05,-4.80000e-02,4.20000e+00,
8.3999650e-05,-5.20000e-02,4.20000e+00,
8.4999650e-05,-3.60000e-02,4.60000e+00,
8.5999651e-05,-4.40000e-02,4.20000e+00,
8.6999651e-05,-3.20000e-02,4.60000e+00,
8.7999651e-05,-3.60000e-02,4.20000e+00,
8.8999652e-05,-2.40000e-02,3.80000e+00,
8.9999652e-05,-2.40000e-02,3.80000e+00,
9.0999652e-05,-2.00000e-02,3.40000e+00,
9.1999653e-05,-2.00000e-02,3.80000e+00,
9.2999653e-05,-1.20000e-02,3.00000e+00,
9.3999653e-05,-1.20000e-02,3.00000e+00,
9.4999654e-05,-4.00001e-03,2.60000e+00,
9.5999654e-05,-4.00001e-03,2.60000e+00,
9.6999654e-05,-2.98023e-08,1.80000e+00,
9.7999655e-05,-2.98023e-08,1.80000e+00,
9.8999655e-05,1.20000e-02,1.00000e+00,
9.9999656e-05,1.20000e-02,1.00000e+00,
1.0099966e-04,7.99999e-03,2.00005e-01,
1.0199966e-04,1.20000e-02,-1.99997e-01,
1.0299966e-04,2.00000e-02,-1.80000e+00,
1.0399966e-04,2.00000e-02,-1.80000e+00,
1.0499966e-04,2.80000e-02,-3.40000e+00,
1.0599966e-04,2.80000e-02,-3.80000e+00,
1.0699966e-04,3.20000e-02,-5.40000e+00,
1.0799966e-04,3.60000e-02,-6.20000e+00,
1.0899966e-04,4.40000e-02,-8.60000e+00,
1.0999966e-04,4.40000e-02,-8.60000e+00,
1.1099966e-04,4.80000e-02,-9.40000e+00,
1.1199966e-04,4.80000e-02,-9.40000e+00,
1.1299966e-04,4.40000e-02,-9.40000e+00,
1.1399966e-04,4.80000e-02,-9.40000e+00,
1.1499966e-04,5.60000e-02,-9.40000e+00,
1.1599966e-04,6.00000e-02,-9.40000e+00,
1.1699966e-04,5.60000e-02,-9.40000e+00,
1.1799966e-04,6.00000e-02,-9.40000e+00,
1.1899966e-04,6.80000e-02,-9.80000e+00,
1.1999966e-04,6.40000e-02,-9.40000e+00,
1.2099966e-04,7.20000e-02,-9.40000e+00,
1.2199966e-04,7.20000e-02,-9.40000e+00,
1.2299966e-04,8.00000e-02,-9.40000e+00,
1.2399965e-04,7.60000e-02,-9.40000e+00,
1.2499964e-04,7.20000e-02,-9.40000e+00,
1.2599964e-04,7.60000e-02,-9.40000e+00,
1.2699963e-04,6.80000e-02,-9.40000e+00,
1.2799962e-04,7.20000e-02,-9.40000e+00,
1.2899961e-04,6.00000e-02,-7.80000e+00,
1.2999961e-04,6.00000e-02,-7.80000e+00,
1.3099960e-04,5.60000e-02,-5.40000e+00,
1.3199959e-04,5.60000e-02,-5.40000e+00,
1.3299959e-04,4.80000e-02,-3.00000e+00,
1.3399958e-04,4.40000e-02,-3.00000e+00,
